emp_id,off_cde,rated_year,rating
104002,TOR,2018,9
104002,TOR,2019,9.5
104002,TOR,2020,9
104003,PHL,2018,8.5
104003,PHL,2019,9.5
104004,PHL,2018,10
104004,PHL,2019,8.5
104004,PHL,2020,7.5
104004,PHL,2021,8.5
104004,PHL,2022,10
104005,MKM,2018,8.5
104005,MKM,2019,8.5
104005,MKM,2020,8
104005,MKM,2021,8.5
104005,MKM,2022,9.5
104006,NYC,2018,6.5
104006,NYC,2019,6.5
104006,NYC,2020,7
104006,NYC,2021,7.5
104006,NYC,2022,6
104007,BOS,2018,7
104007,BOS,2019,6
104007,BOS,2020,8
104007,BOS,2021,8
104007,BOS,2022,8
104008,OTT,2018,9
104008,OTT,2019,8.5
104008,OTT,2020,8.5
104008,OTT,2021,9.5
104009,OTT,2018,9
104009,OTT,2019,9
104010,BOS,2018,6.5
104010,BOS,2019,7.5
104010,BOS,2020,6.5
104010,BOS,2021,7
104010,BOS,2022,7
104011,NYC,2018,6
104011,NYC,2019,6
104011,NYC,2020,7.5
104011,NYC,2021,7.5
104011,NYC,2022,7
104012,MKM,2018,8
104012,MKM,2019,9
104012,MKM,2020,9.5
104012,MKM,2021,8.5
104012,MKM,2022,8
104013,TOR,2018,8.5
104013,TOR,2019,9.5
104013,TOR,2020,8.5
104013,TOR,2021,9.5
104013,TOR,2022,10
104014,VAN,2018,9
104014,VAN,2019,10
104014,VAN,2020,7.5
104014,VAN,2021,8.5
104014,VAN,2022,8.5
104015,BOS,2018,7
104015,BOS,2019,7.5
104016,PHL,2018,9
104016,PHL,2019,9.5
104016,PHL,2020,8
104016,PHL,2021,8.5
104016,PHL,2022,9
104017,NYC,2018,7
104017,NYC,2019,8
104017,NYC,2020,6.5
104018,BOS,2018,6.5
104018,BOS,2019,7
104018,BOS,2020,6
104018,BOS,2021,7
104018,BOS,2022,7
104019,OTT,2018,8
104019,OTT,2019,8
104019,OTT,2020,6
104020,NYC,2018,7
104020,NYC,2019,6.5
104020,NYC,2020,7
104020,NYC,2021,8
104020,NYC,2022,7.5
104021,TOR,2018,8
104021,TOR,2019,9
104022,CAL,2018,8.5
104022,CAL,2019,9.5
104023,PHL,2018,8.5
104023,PHL,2019,9
104023,PHL,2020,8.5
104023,PHL,2021,8
104023,PHL,2022,8
104024,MKM,2018,10
104024,MKM,2019,8.5
104024,MKM,2020,9.5
104024,MKM,2021,9.5
104024,MKM,2022,9
104025,VAN,2018,9
104025,VAN,2019,9
104025,VAN,2020,7.5
104025,VAN,2021,10
104025,VAN,2022,8
104026,BOS,2018,7.5
104026,BOS,2019,6.5
104026,BOS,2020,8
104026,BOS,2021,6
104026,BOS,2022,6.5
104027,VAN,2018,8
104027,VAN,2019,8
104027,VAN,2020,7
104027,VAN,2021,9
104027,VAN,2022,8.5
104028,CAL,2018,9.5
104028,CAL,2019,8.5
104028,CAL,2020,8
104028,CAL,2021,9.5
104028,CAL,2022,8.5
104029,PHL,2018,8.5
104029,PHL,2019,9
104029,PHL,2020,9
104030,PHL,2018,9
104030,PHL,2019,9
104030,PHL,2020,9.5
104030,PHL,2021,10
104030,PHL,2022,8.5
104031,TOR,2018,8.5
104031,TOR,2019,8.5
104031,TOR,2020,8.5
104031,TOR,2021,9
104031,TOR,2022,8.5
104032,CAL,2018,9
104032,CAL,2019,9
104032,CAL,2020,8.5
104032,CAL,2021,9
104033,VAN,2018,8.5
104033,VAN,2019,8
104033,VAN,2020,8.5
104033,VAN,2021,8.5
104033,VAN,2022,9.5
104034,OTT,2018,9
104034,OTT,2019,8.5
104034,OTT,2020,7
104034,OTT,2021,8.5
104034,OTT,2022,8
104035,OTT,2018,8
104035,OTT,2019,9.5
104036,PHL,2018,8.5
104036,PHL,2019,10
104037,VAN,2018,9
104037,VAN,2019,8.5
104037,VAN,2020,8
104037,VAN,2021,9
104037,VAN,2022,8
104038,VAN,2018,9
104038,VAN,2019,8.5
104038,VAN,2020,9
104038,VAN,2021,9
104039,MKM,2018,8.5
104039,MKM,2019,9.5
104039,MKM,2020,6
104039,MKM,2021,6.5
104040,BOS,2018,6.5
104040,BOS,2019,7.5
104041,VAN,2018,9.5
104041,VAN,2019,9.5
104041,VAN,2020,8
104041,VAN,2021,9
104041,VAN,2022,9.5
104042,TOR,2018,9.5
104042,TOR,2019,9
104042,TOR,2020,7.5
104042,TOR,2021,8
104042,TOR,2022,9.5
104043,NYC,2018,8
104043,NYC,2019,7
104044,NYC,2018,7.5
104044,NYC,2019,8
104044,NYC,2020,7.5
104045,PHL,2018,9
104045,PHL,2019,9.5
104046,CAL,2018,9
104046,CAL,2019,9
104046,CAL,2020,9.5
104046,CAL,2021,8.5
104046,CAL,2022,9
104047,VAN,2018,9.5
104047,VAN,2019,8.5
104047,VAN,2020,9
104048,CAL,2018,9
104048,CAL,2019,8.5
104048,CAL,2020,8.5
104048,CAL,2021,9
104048,CAL,2022,8.5
104049,MKM,2018,9
104049,MKM,2019,9
104049,MKM,2020,10
104049,MKM,2021,10
104050,VAN,2018,8
104050,VAN,2019,9.5
104050,VAN,2020,9
104050,VAN,2021,8
104051,PHL,2018,8.5
104051,PHL,2019,8
104051,PHL,2020,6.5
104051,PHL,2021,9
104051,PHL,2022,10
104052,TOR,2018,9.5
104052,TOR,2019,8.5
104052,TOR,2020,7.5
104052,TOR,2021,9
104052,TOR,2022,10
104053,BOS,2018,7.5
104053,BOS,2019,8
104053,BOS,2020,6
104053,BOS,2021,6
104053,BOS,2022,7.5
104054,CAL,2018,9.5
104054,CAL,2019,9.5
104054,CAL,2020,9
104054,CAL,2021,8.5
104055,BOS,2018,6
104055,BOS,2019,6.5
104056,CAL,2018,9.5
104056,CAL,2019,8.5
104056,CAL,2020,10
104056,CAL,2021,8.5
104057,BOS,2018,7.5
104057,BOS,2019,7.5
104057,BOS,2020,7.5
104057,BOS,2021,6.5
104057,BOS,2022,7
104058,OTT,2018,10
104058,OTT,2019,9
104058,OTT,2020,9
104058,OTT,2021,9.5
104058,OTT,2022,8
104059,BOS,2018,7.5
104059,BOS,2019,6
104059,BOS,2020,7
104060,VAN,2018,9
104060,VAN,2019,8
104060,VAN,2020,8.5
104060,VAN,2021,9
104060,VAN,2022,9.5
104061,MKM,2018,8
104061,MKM,2019,9.5
104061,MKM,2020,9
104061,MKM,2021,10
104061,MKM,2022,9.5
104062,OTT,2018,9
104062,OTT,2019,9
104062,OTT,2020,9
104062,OTT,2021,8
104062,OTT,2022,10
104063,CAL,2018,9
104063,CAL,2019,9
104064,VAN,2018,10
104064,VAN,2019,10
104065,VAN,2018,9.5
104065,VAN,2019,8.5
104065,VAN,2020,8.5
104065,VAN,2021,8.5
104065,VAN,2022,8.5
104066,PHL,2018,9.5
104066,PHL,2019,8.5
104066,PHL,2020,9
104066,PHL,2021,9
104067,BOS,2018,6.5
104067,BOS,2019,7
104067,BOS,2020,7
104067,BOS,2021,7.5
104067,BOS,2022,6.5
104068,VAN,2018,8.5
104068,VAN,2019,8.5
104068,VAN,2020,8.5
104068,VAN,2021,8.5
104068,VAN,2022,9.5
104069,TOR,2018,9.5
104069,TOR,2019,9
104070,BOS,2018,7
104070,BOS,2019,6.5
104070,BOS,2020,7.5
104070,BOS,2021,6.5
104070,BOS,2022,7
104071,VAN,2018,8.5
104071,VAN,2019,8.5
104071,VAN,2020,9.5
104071,VAN,2021,9
104071,VAN,2022,9
104072,MKM,2018,9.5
104072,MKM,2019,9.5
104072,MKM,2020,8
104072,MKM,2021,9.5
104072,MKM,2022,10
104073,BOS,2018,6
104073,BOS,2019,7.5
104073,BOS,2020,6.5
104073,BOS,2021,6.5
104073,BOS,2022,8
104074,TOR,2018,9.5
104074,TOR,2019,9
104074,TOR,2020,7
104074,TOR,2021,8.5
104074,TOR,2022,9
104075,NYC,2018,6
104075,NYC,2019,7.5
104075,NYC,2020,6.5
104075,NYC,2021,6
104075,NYC,2022,7
104076,OTT,2018,9.5
104076,OTT,2019,8
104076,OTT,2020,9
104076,OTT,2021,9.5
104076,OTT,2022,9
104077,BOS,2018,7
104077,BOS,2019,7.5
104077,BOS,2020,7
104077,BOS,2021,6.5
104077,BOS,2022,7.5
104078,CAL,2018,8
104078,CAL,2019,8.5
104078,CAL,2020,8.5
104078,CAL,2021,9.5
104079,MKM,2018,8.5
104079,MKM,2019,9.5
104079,MKM,2020,8
104079,MKM,2021,8
104079,MKM,2022,10
104080,BOS,2018,7.5
104080,BOS,2019,6
104080,BOS,2020,8
104081,CAL,2018,9
104081,CAL,2019,9
104082,OTT,2018,8.5
104082,OTT,2019,9
104082,OTT,2020,8.5
104082,OTT,2021,9.5
104082,OTT,2022,9.5
104083,TOR,2018,9.5
104083,TOR,2019,8
104083,TOR,2020,7
104083,TOR,2021,9
104083,TOR,2022,9
104084,PHL,2018,9.5
104084,PHL,2019,9.5
104084,PHL,2020,7.5
104084,PHL,2021,8
104084,PHL,2022,8
104085,TOR,2018,9.5
104085,TOR,2019,8
104085,TOR,2020,7.5
104085,TOR,2021,9
104085,TOR,2022,10
104086,NYC,2018,8
104086,NYC,2019,6
104087,NYC,2018,7.5
104087,NYC,2019,7.5
104087,NYC,2020,6.5
104087,NYC,2021,7.5
104087,NYC,2022,7.5
104088,TOR,2018,9
104088,TOR,2019,8.5
104088,TOR,2020,9
104088,TOR,2021,9.5
104088,TOR,2022,10
104089,TOR,2018,8
104089,TOR,2019,9.5
104089,TOR,2020,9
104089,TOR,2021,8.5
104089,TOR,2022,9.5
104090,NYC,2018,7
104090,NYC,2019,7.5
104090,NYC,2020,7
104091,OTT,2018,10
104091,OTT,2019,10
104091,OTT,2020,8
104092,VAN,2018,9
104092,VAN,2019,8.5
104093,TOR,2018,9
104093,TOR,2019,10
104093,TOR,2020,8.5
104093,TOR,2021,9
104093,TOR,2022,9
104094,VAN,2018,9.5
104094,VAN,2019,8.5
104094,VAN,2020,5.5
104095,OTT,2018,8
104095,OTT,2019,8.5
104095,OTT,2020,8.5
104095,OTT,2021,8
104095,OTT,2022,8.5
104096,VAN,2018,8.5
104096,VAN,2019,9
104096,VAN,2020,8
104096,VAN,2021,8.5
104096,VAN,2022,8.5
104097,MKM,2018,9.5
104097,MKM,2019,9.5
104097,MKM,2020,7.5
104097,MKM,2021,9.5
104097,MKM,2022,9
104098,MKM,2018,9
104098,MKM,2019,10
104098,MKM,2020,6
104099,BOS,2018,8
104099,BOS,2019,7
104099,BOS,2020,7.5
104099,BOS,2021,6.5
104099,BOS,2022,6.5
104100,VAN,2018,8.5
104100,VAN,2019,9.5
104101,CAL,2018,9
104101,CAL,2019,10
104101,CAL,2020,7.5
104101,CAL,2021,9
104101,CAL,2022,10
104102,MKM,2018,9.5
104102,MKM,2019,9
104102,MKM,2020,7
104102,MKM,2021,8.5
104102,MKM,2022,8.5
104103,OTT,2018,8.5
104103,OTT,2019,8.5
104104,TOR,2018,9
104104,TOR,2019,8.5
104104,TOR,2020,8
104104,TOR,2021,8
104104,TOR,2022,9
104105,CAL,2018,8.5
104105,CAL,2019,8.5
104105,CAL,2020,7.5
104105,CAL,2021,8
104105,CAL,2022,9.5
104106,TOR,2018,8
104106,TOR,2019,8.5
104106,TOR,2020,7
104106,TOR,2021,9
104106,TOR,2022,8.5
104107,NYC,2018,7.5
104107,NYC,2019,6
104107,NYC,2020,6.5
104107,NYC,2021,8
104107,NYC,2022,7
104108,MKM,2018,8.5
104108,MKM,2019,8
104109,NYC,2018,7.5
104109,NYC,2019,7.5
104109,NYC,2020,6.5
104110,PHL,2018,8.5
104110,PHL,2019,8
104110,PHL,2020,8
104110,PHL,2021,10
104110,PHL,2022,9.5
104111,VAN,2018,8.5
104111,VAN,2019,9.5
104111,VAN,2020,8
104111,VAN,2021,9
104111,VAN,2022,8
104112,CAL,2018,8
104112,CAL,2019,9
104112,CAL,2020,5
104113,MKM,2018,8.5
104113,MKM,2019,8.5
104113,MKM,2020,9
104113,MKM,2021,8.5
104113,MKM,2022,9
104114,OTT,2018,9
104114,OTT,2019,9
104114,OTT,2020,9.5
104114,OTT,2021,8.5
104114,OTT,2022,8.5
104115,PHL,2018,8
104115,PHL,2019,8.5
104115,PHL,2020,9
104115,PHL,2021,8.5
104115,PHL,2022,10
104116,TOR,2018,10
104116,TOR,2019,9.5
104116,TOR,2020,6.5
104117,OTT,2018,8
104117,OTT,2019,8.5
104118,NYC,2018,6
104118,NYC,2019,7.5
104119,NYC,2018,7.5
104119,NYC,2019,6
104119,NYC,2020,7.5
104120,NYC,2018,8
104120,NYC,2019,6.5
104120,NYC,2020,6
104120,NYC,2021,6.5
104120,NYC,2022,7
104121,TOR,2018,10
104121,TOR,2019,9.5
104121,TOR,2020,10
104121,TOR,2021,9
104122,CAL,2018,9.5
104122,CAL,2019,8.5
104122,CAL,2020,9.5
104122,CAL,2021,8
104123,OTT,2018,9.5
104123,OTT,2019,9
104123,OTT,2020,8
104123,OTT,2021,9
104123,OTT,2022,8.5
104124,VAN,2018,9
104124,VAN,2019,9
104124,VAN,2020,7.5
104124,VAN,2021,9
104124,VAN,2022,9
104125,PHL,2018,9
104125,PHL,2019,8
104125,PHL,2020,7.5
104125,PHL,2021,9.5
104125,PHL,2022,9
104126,VAN,2018,8.5
104126,VAN,2019,10
104127,BOS,2018,6.5
104127,BOS,2019,7
104127,BOS,2020,7
104128,PHL,2018,8.5
104128,PHL,2019,9
104128,PHL,2020,6.5
104128,PHL,2021,9.5
104128,PHL,2022,9.5
104129,NYC,2018,8
104129,NYC,2019,7
104129,NYC,2020,7.5
104129,NYC,2021,7.5
104129,NYC,2022,6
104130,CAL,2018,10
104130,CAL,2019,9
104130,CAL,2020,8
104130,CAL,2021,8
104130,CAL,2022,8.5
104131,PHL,2018,9
104131,PHL,2019,9
104131,PHL,2020,8
104131,PHL,2021,8.5
104131,PHL,2022,8.5
104132,TOR,2018,8.5
104132,TOR,2019,9
104132,TOR,2020,8
104132,TOR,2021,9
104132,TOR,2022,8
104133,PHL,2018,8.5
104133,PHL,2019,8
104133,PHL,2020,8
104133,PHL,2021,9.5
104133,PHL,2022,9.5
104134,TOR,2018,9
104134,TOR,2019,9.5
104134,TOR,2020,8
104134,TOR,2021,8.5
104134,TOR,2022,9
104135,NYC,2018,8
104135,NYC,2019,7
104135,NYC,2020,6
104135,NYC,2021,6.5
104135,NYC,2022,8
104136,CAL,2018,9.5
104136,CAL,2019,8.5
104136,CAL,2020,7
104136,CAL,2021,8
104136,CAL,2022,8
104137,NYC,2018,7
104137,NYC,2019,7.5
104138,OTT,2018,8.5
104138,OTT,2019,9
104138,OTT,2020,6.5
104138,OTT,2021,8.5
104138,OTT,2022,8
104139,VAN,2018,8.5
104139,VAN,2019,8
104139,VAN,2020,9.5
104139,VAN,2021,8.5
104139,VAN,2022,10
104140,VAN,2018,10
104140,VAN,2019,9
104140,VAN,2020,7.5
104140,VAN,2021,9
104140,VAN,2022,9
104141,MKM,2018,8.5
104141,MKM,2019,9.5
104142,TOR,2018,9.5
104142,TOR,2019,9
104142,TOR,2020,8.5
104142,TOR,2021,9
104142,TOR,2022,9.5
104143,PHL,2018,8.5
104143,PHL,2019,10
104143,PHL,2020,8.5
104143,PHL,2021,9
104143,PHL,2022,9.5
104144,PHL,2018,9.5
104144,PHL,2019,8
104144,PHL,2020,9.5
104144,PHL,2021,8
104144,PHL,2022,10
104145,VAN,2018,9
104145,VAN,2019,9
104145,VAN,2020,6.5
104146,MKM,2018,8.5
104146,MKM,2019,8.5
104146,MKM,2020,8
104146,MKM,2021,8.5
104146,MKM,2022,8
104147,VAN,2018,8.5
104147,VAN,2019,8.5
104147,VAN,2020,8.5
104147,VAN,2021,8.5
104147,VAN,2022,9
104148,VAN,2018,9.5
104148,VAN,2019,9.5
104148,VAN,2020,7
104148,VAN,2021,9
104148,VAN,2022,9.5
104149,OTT,2018,8
104149,OTT,2019,8
104149,OTT,2020,8.5
104149,OTT,2021,10
104149,OTT,2022,10
104150,CAL,2018,9
104150,CAL,2019,9.5
104150,CAL,2020,10
104150,CAL,2021,9.5
104151,TOR,2018,8.5
104151,TOR,2019,9.5
104151,TOR,2020,10
104151,TOR,2021,9.5
104152,MKM,2018,9
104152,MKM,2019,9
104152,MKM,2020,7.5
104152,MKM,2021,10
104152,MKM,2022,9.5
104153,BOS,2018,7
104153,BOS,2019,8
104154,TOR,2018,8
104154,TOR,2019,9.5
104155,MKM,2018,9
104155,MKM,2019,9
104155,MKM,2020,9
104155,MKM,2021,8
104155,MKM,2022,9.5
104156,NYC,2018,7.5
104156,NYC,2019,7.5
104156,NYC,2020,7.5
104156,NYC,2021,6.5
104157,NYC,2018,6
104157,NYC,2019,6.5
104157,NYC,2020,7.5
104158,PHL,2018,9
104158,PHL,2019,8.5
104159,OTT,2018,9
104159,OTT,2019,10
104159,OTT,2020,8
104159,OTT,2021,9
104159,OTT,2022,9
104160,VAN,2018,8.5
104160,VAN,2019,8
104160,VAN,2020,8.5
104160,VAN,2021,9
104160,VAN,2022,8
104161,PHL,2018,9
104161,PHL,2019,8.5
104161,PHL,2020,9.5
104161,PHL,2021,9.5
104161,PHL,2022,9.5
104162,CAL,2018,9.5
104162,CAL,2019,8
104162,CAL,2020,7.5
104162,CAL,2021,10
104162,CAL,2022,8.5
104163,VAN,2018,10
104163,VAN,2019,9.5
104163,VAN,2020,8
104163,VAN,2021,9
104163,VAN,2022,9.5
104164,CAL,2018,9.5
104164,CAL,2019,10
104164,CAL,2020,4.5
104164,CAL,2021,5
104165,MKM,2018,10
104165,MKM,2019,8.5
104165,MKM,2020,9
104165,MKM,2021,9
104165,MKM,2022,8.5
104166,BOS,2018,6.5
104166,BOS,2019,6.5
104166,BOS,2020,6.5
104166,BOS,2021,8
104166,BOS,2022,7
104167,NYC,2018,7.5
104167,NYC,2019,7.5
104168,MKM,2018,9
104168,MKM,2019,9
104169,BOS,2018,7.5
104169,BOS,2019,6.5
104169,BOS,2020,6.5
104169,BOS,2021,7.5
104169,BOS,2022,7.5
104170,VAN,2018,8.5
104170,VAN,2019,10
104170,VAN,2020,7.5
104170,VAN,2021,9.5
104170,VAN,2022,8.5
104171,VAN,2018,8.5
104171,VAN,2019,10
104171,VAN,2020,9.5
104172,NYC,2018,6.5
104172,NYC,2019,7.5
104172,NYC,2020,7.5
104172,NYC,2021,6.5
104172,NYC,2022,6.5
104173,TOR,2018,9.5
104173,TOR,2019,9.5
104174,PHL,2018,8.5
104174,PHL,2019,10
104174,PHL,2020,7
104174,PHL,2021,9.5
104174,PHL,2022,8.5
104175,TOR,2018,9.5
104175,TOR,2019,8
104175,TOR,2020,9.5
104175,TOR,2021,8.5
104175,TOR,2022,9
104176,OTT,2018,9
104176,OTT,2019,8
104176,OTT,2020,9.5
104176,OTT,2021,10
104176,OTT,2022,8.5
104177,CAL,2018,10
104177,CAL,2019,8.5
104177,CAL,2020,6.5
104177,CAL,2021,9.5
104177,CAL,2022,9
104178,CAL,2018,9
104178,CAL,2019,9
104179,BOS,2018,7.5
104179,BOS,2019,7
104179,BOS,2020,7.5
104179,BOS,2021,7
104179,BOS,2022,7.5
104180,TOR,2018,9.5
104180,TOR,2019,8.5
104180,TOR,2020,7.5
104180,TOR,2021,9
104180,TOR,2022,9
104181,TOR,2018,8.5
104181,TOR,2019,8.5
104181,TOR,2020,9
104181,TOR,2021,9
104181,TOR,2022,10
104182,CAL,2018,9.5
104182,CAL,2019,8.5
104182,CAL,2020,9
104182,CAL,2021,8
104183,VAN,2018,8.5
104183,VAN,2019,8
104183,VAN,2020,9
104183,VAN,2021,8.5
104183,VAN,2022,8
104184,CAL,2018,8
104184,CAL,2019,8.5
104184,CAL,2020,7
104184,CAL,2021,9
104184,CAL,2022,8
104185,CAL,2018,9
104185,CAL,2019,9.5
104185,CAL,2020,8.5
104185,CAL,2021,10
104185,CAL,2022,9
104186,VAN,2018,9
104186,VAN,2019,9
104186,VAN,2020,7
104186,VAN,2021,9.5
104186,VAN,2022,10
104187,PHL,2018,8
104187,PHL,2019,10
104187,PHL,2020,9
104187,PHL,2021,8.5
104187,PHL,2022,10
104188,NYC,2018,6
104188,NYC,2019,6
104188,NYC,2020,6.5
104188,NYC,2021,6.5
104188,NYC,2022,7.5
104189,CAL,2018,9
104189,CAL,2019,9.5
104189,CAL,2020,7.5
104189,CAL,2021,8.5
104189,CAL,2022,8.5
104190,BOS,2018,7.5
104190,BOS,2019,7.5
104190,BOS,2020,8
104190,BOS,2021,6.5
104190,BOS,2022,6
104191,CAL,2018,8.5
104191,CAL,2019,8
104191,CAL,2020,9
104191,CAL,2021,9.5
104191,CAL,2022,8
104192,TOR,2018,9.5
104192,TOR,2019,8.5
104192,TOR,2020,8
104192,TOR,2021,8.5
104192,TOR,2022,9.5
104193,OTT,2018,8.5
104193,OTT,2019,9
104194,OTT,2018,9.5
104194,OTT,2019,8.5
104194,OTT,2020,9.5
104194,OTT,2021,10
104194,OTT,2022,9
104195,CAL,2018,8.5
104195,CAL,2019,8.5
104195,CAL,2020,8.5
104195,CAL,2021,10
104195,CAL,2022,9
104196,PHL,2018,9.5
104196,PHL,2019,9
104196,PHL,2020,8.5
104196,PHL,2021,8
104196,PHL,2022,8.5
104197,VAN,2018,9.5
104197,VAN,2019,9.5
104197,VAN,2020,6.5
104197,VAN,2021,5
104198,PHL,2018,9.5
104198,PHL,2019,9.5
104198,PHL,2020,7
104198,PHL,2021,9
104198,PHL,2022,8.5
104199,NYC,2018,7.5
104199,NYC,2019,6.5
104199,NYC,2020,7.5
104199,NYC,2021,7.5
104199,NYC,2022,7
104200,BOS,2018,7.5
104200,BOS,2019,7.5
104200,BOS,2020,7
104200,BOS,2021,7
104200,BOS,2022,7.5
104201,BOS,2018,7.5
104201,BOS,2019,6.5
104201,BOS,2020,8
104201,BOS,2021,7
104201,BOS,2022,8
104202,TOR,2018,9
104202,TOR,2019,9
104202,TOR,2020,7.5
104202,TOR,2021,10
104202,TOR,2022,10
104203,BOS,2018,7
104203,BOS,2019,8
104203,BOS,2020,7.5
104203,BOS,2021,6
104203,BOS,2022,8
104204,MKM,2018,9
104204,MKM,2019,10
104204,MKM,2020,8
104204,MKM,2021,10
104204,MKM,2022,8.5
104205,NYC,2018,7.5
104205,NYC,2019,6.5
104205,NYC,2020,8
104205,NYC,2021,7
104206,MKM,2018,9.5
104206,MKM,2019,8.5
104206,MKM,2020,8.5
104206,MKM,2021,9.5
104206,MKM,2022,8
104207,OTT,2018,8.5
104207,OTT,2019,9
104207,OTT,2020,6.5
104207,OTT,2021,8.5
104207,OTT,2022,9.5
104208,BOS,2018,8
104208,BOS,2019,6
104208,BOS,2020,7
104208,BOS,2021,7.5
104208,BOS,2022,6.5
104209,NYC,2018,7.5
104209,NYC,2019,6
104209,NYC,2020,7.5
104209,NYC,2021,7
104209,NYC,2022,7.5
104210,MKM,2018,8.5
104210,MKM,2019,9.5
104210,MKM,2020,7.5
104210,MKM,2021,8.5
104210,MKM,2022,9.5
104211,BOS,2018,7
104211,BOS,2019,6.5
104211,BOS,2020,7
104211,BOS,2021,8
104211,BOS,2022,6.5
104212,NYC,2018,7
104212,NYC,2019,6
104212,NYC,2020,6.5
104212,NYC,2021,7
104212,NYC,2022,6
104213,OTT,2018,9.5
104213,OTT,2019,8.5
104213,OTT,2020,7.5
104213,OTT,2021,8.5
104213,OTT,2022,8.5
104214,BOS,2018,8
104214,BOS,2019,7
104215,NYC,2018,7
104215,NYC,2019,8
104215,NYC,2020,7.5
104215,NYC,2021,7
104215,NYC,2022,6.5
104216,MKM,2018,9.5
104216,MKM,2019,9
104216,MKM,2020,7
104216,MKM,2021,9.5
104216,MKM,2022,9
104217,OTT,2018,9
104217,OTT,2019,9.5
104217,OTT,2020,6.5
104217,OTT,2021,9
104217,OTT,2022,9
104218,PHL,2018,8.5
104218,PHL,2019,9
104218,PHL,2020,7.5
104218,PHL,2021,9
104218,PHL,2022,8.5
104219,PHL,2018,9.5
104219,PHL,2019,9.5
104219,PHL,2020,6.5
104219,PHL,2021,8
104219,PHL,2022,8
104220,MKM,2018,8.5
104220,MKM,2019,9
104220,MKM,2020,8.5
104220,MKM,2021,8.5
104220,MKM,2022,9
104221,BOS,2018,7.5
104221,BOS,2019,7.5
104221,BOS,2020,6
104221,BOS,2021,7
104221,BOS,2022,7.5
104222,OTT,2018,8
104222,OTT,2019,9.5
104222,OTT,2020,9
104222,OTT,2021,8.5
104222,OTT,2022,9.5
104223,TOR,2018,10
104223,TOR,2019,10
104223,TOR,2020,7.5
104223,TOR,2021,9
104223,TOR,2022,8.5
104224,MKM,2018,8
104224,MKM,2019,8.5
104224,MKM,2020,9.5
104224,MKM,2021,9
104224,MKM,2022,9.5
104225,TOR,2018,8
104225,TOR,2019,8.5
104225,TOR,2020,8.5
104225,TOR,2021,10
104225,TOR,2022,9
104226,BOS,2018,8
104226,BOS,2019,6.5
104226,BOS,2020,6.5
104226,BOS,2021,6.5
104226,BOS,2022,6.5
104227,PHL,2018,9
104227,PHL,2019,9
104228,VAN,2018,9
104228,VAN,2019,9.5
104228,VAN,2020,8.5
104229,MKM,2018,8.5
104229,MKM,2019,9
104229,MKM,2020,7.5
104229,MKM,2021,9
104229,MKM,2022,9.5
104230,CAL,2018,8.5
104230,CAL,2019,9.5
104230,CAL,2020,7.5
104230,CAL,2021,8
104230,CAL,2022,10
104231,TOR,2018,8.5
104231,TOR,2019,9
104231,TOR,2020,7.5
104231,TOR,2021,9.5
104231,TOR,2022,8.5
104232,TOR,2018,9.5
104232,TOR,2019,9
104232,TOR,2020,9
104232,TOR,2021,8
104232,TOR,2022,8.5
104233,PHL,2018,8.5
104233,PHL,2019,9.5
104233,PHL,2020,8.5
104233,PHL,2021,9.5
104233,PHL,2022,10
104234,CAL,2018,9
104234,CAL,2019,9
104234,CAL,2020,7.5
104234,CAL,2021,8.5
104234,CAL,2022,9
104235,TOR,2018,8.5
104235,TOR,2019,9.5
104235,TOR,2020,8
104235,TOR,2021,10
104235,TOR,2022,9
104236,BOS,2018,7
104236,BOS,2019,7
104236,BOS,2020,8
104236,BOS,2021,6.5
104236,BOS,2022,6
104237,TOR,2018,9
104237,TOR,2019,10
104237,TOR,2020,6.5
104237,TOR,2021,9
104237,TOR,2022,8
104238,PHL,2018,8.5
104238,PHL,2019,8.5
104238,PHL,2020,9
104239,CAL,2018,9.5
104239,CAL,2019,9
104239,CAL,2020,7.5
104239,CAL,2021,9
104239,CAL,2022,10
104240,MKM,2018,8.5
104240,MKM,2019,10
104240,MKM,2020,8.5
104240,MKM,2021,8.5
104240,MKM,2022,8.5
104241,CAL,2018,9
104241,CAL,2019,8.5
104241,CAL,2020,3.5
104242,CAL,2018,8.5
104242,CAL,2019,8.5
104242,CAL,2020,9
104242,CAL,2021,9
104242,CAL,2022,10
104243,NYC,2018,6
104243,NYC,2019,7
104243,NYC,2020,7.5
104243,NYC,2021,7
104243,NYC,2022,8
104244,PHL,2018,9
104244,PHL,2019,9.5
104244,PHL,2020,9
104244,PHL,2021,8.5
104244,PHL,2022,9.5
104245,BOS,2018,7.5
104245,BOS,2019,7.5
104245,BOS,2020,7.5
104246,BOS,2018,7.5
104246,BOS,2019,6.5
104246,BOS,2020,8
104246,BOS,2021,7
104246,BOS,2022,7.5
104247,PHL,2018,8.5
104247,PHL,2019,9
104247,PHL,2020,7.5
104247,PHL,2021,8.5
104247,PHL,2022,8.5
104248,MKM,2018,9
104248,MKM,2019,10
104248,MKM,2020,8.5
104248,MKM,2021,8
104248,MKM,2022,8.5
104249,VAN,2018,10
104249,VAN,2019,9.5
104249,VAN,2020,8
104249,VAN,2021,8
104249,VAN,2022,9
104250,BOS,2018,7.5
104250,BOS,2019,6.5
104250,BOS,2020,8
104250,BOS,2021,8
104250,BOS,2022,6.5
104251,NYC,2018,7
104251,NYC,2019,8
