EmployeeID,JoiningYear,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,LeavingYear,Reason,RelievingStatus,office_code,JobLevel_updated
105711,2019,47,Travel_Rarely,927,Product,6,Masters,1,1228,2,Male,39,2,2,Married,2794,4268,0,Y,No,14,3,2,80,0,7,5,2,3,1,3,3,No,,,,PHL,L1
105712,2019,25,Travel_Rarely,930,Delivery,1,Doctorate,1,953,1,Male,58,1,2,Married,2508,4033,3,Y,Yes,12,5,3,80,0,5,4,3,2,2,1,2,Yes,2021,retiring,Voluntary,CAL,L1
105713,2019,31,Travel_Rarely,856,Sales,3,Masters,1,634,1,Male,59,3,2,Single,2966,3258,3,Y,Yes,15,1,1,80,0,7,3,3,3,2,2,2,Yes,2022,restructuring,Involuntary,PHL,L1
105714,2019,27,Travel_Rarely,1137,Sales,4,Diploma,1,957,2,Female,63,3,1,Married,3178,16777,1,Y,Yes,11,3,1,80,1,7,2,3,2,2,2,2,Yes,2021,reallocation out of the area,Voluntary,MKM,L1
105715,2019,44,Travel_Rarely,255,Marketing,20,Masters,1,1813,3,Female,66,3,1,Married,8884,10755,3,Y,Yes,21,2,3,80,0,12,2,3,3,3,1,3,Yes,2022,Layoffs,Involuntary,NYC,L2
105716,2019,29,Travel_Rarely,235,Product,8,Bachelors,1,999,2,Male,61,2,2,Single,7293,9968,4,Y,No,11,3,1,80,0,10,2,3,3,2,3,3,No,,,,BOS,L3
105717,2019,41,Travel_Rarely,355,Product,9,Masters,1,1849,3,Male,37,3,3,Married,2935,6159,2,Y,No,21,3,2,80,1,9,1,2,3,2,2,1,No,,,,CAL,L1
105718,2019,40,Travel_Rarely,1185,Marketing,8,Bachelors,1,422,4,Male,49,4,3,Married,2272,22415,2,Y,No,12,3,3,80,1,9,3,2,3,3,1,3,No,,,,VAN,L1
105719,2019,40,Travel_Rarely,302,Sales,25,Masters,1,1340,4,Male,56,2,1,Married,9148,17214,2,Y,No,12,3,2,80,0,9,2,3,2,2,1,1,Yes,2021,return to school,Voluntary,TOR,L3
105720,2019,26,Travel_Rarely,1029,Delivery,13,Masters,1,1223,1,Male,44,3,1,Married,2127,14296,1,Y,No,14,3,4,80,1,8,2,2,3,3,2,3,No,,,,MKM,L1
105721,2019,38,Travel_Rarely,1003,HR,29,Doctorate,1,919,2,Male,86,3,2,Married,4270,11537,4,Y,No,12,3,3,80,0,10,2,2,3,3,3,3,No,,,,MKM,L1
105722,2019,49,Travel_Rarely,1142,Product,7,Masters,1,187,1,Male,51,1,4,Single,10631,25200,1,Y,No,14,5,3,80,0,17,2,2,2,1,1,2,Yes,2021,offered more money,Voluntary,CAL,L3
105723,2019,26,Travel_Rarely,876,HR,5,Bachelors,1,881,3,Male,87,2,2,Divorced,2348,20944,1,Y,No,14,5,1,80,0,8,2,2,3,3,1,3,Yes,2022,offered more money,Voluntary,OTT,L1
105724,2019,29,Travel_Frequently,939,Sales,5,Bachelors,1,735,3,Female,55,2,1,Married,6949,23489,7,Y,No,18,3,1,80,0,9,2,1,3,2,1,2,No,,,,TOR,L2
105725,2019,26,Travel_Rarely,922,Marketing,9,Doctorate,1,256,3,Male,97,3,2,Married,2282,11797,1,Y,No,16,3,3,80,0,6,2,2,3,3,1,1,No,,,,MKM,L1
105726,2019,48,Travel_Rarely,1207,Corporate Functions,14,Doctorate,1,486,2,Male,84,2,4,Married,5002,14814,3,Y,No,12,3,2,80,1,17,2,2,3,3,1,3,No,,,,BOS,L2
105727,2019,49,Travel_Rarely,1266,HR,2,Bachelors,1,1496,2,Male,52,3,3,Married,19199,13290,2,Y,No,12,3,4,80,0,28,2,2,3,1,2,2,No,,,,CAL,L5
105728,2019,45,Travel_Frequently,617,Delivery,9,Bachelors,1,978,1,Female,52,2,3,Single,6420,23076,3,Y,Yes,14,3,1,80,1,14,3,2,2,1,1,1,Yes,2021,return to school,Voluntary,CAL,L2
105729,2019,25,Travel_Rarely,1370,Corporate Functions,11,Diploma,1,517,1,Male,49,3,2,Divorced,2622,14174,1,Y,Yes,14,3,4,80,1,5,2,3,2,1,1,1,Yes,2021,unhappy,Voluntary,CAL,L1
105730,2019,33,Travel_Rarely,1219,Product,12,Bachelors,1,1427,2,Male,77,3,1,Single,8721,20993,2,Y,No,16,3,3,80,2,11,2,3,3,2,1,2,No,,,,TOR,L2
105731,2019,28,Travel_Rarely,284,Marketing,2,Bachelors,1,1547,1,Male,97,2,1,Married,2343,7509,5,Y,No,12,2,3,80,0,10,2,1,3,3,1,3,Yes,2022,restructuring,Involuntary,BOS,L1
105732,2019,46,Travel_Rarely,379,Corporate Functions,10,Masters,1,1499,1,Male,51,2,3,Married,10149,16028,4,Y,No,11,1,1,80,1,27,1,3,3,3,2,1,Yes,2022,Layoffs,Involuntary,NYC,L3
105733,2019,36,Travel_Rarely,818,Corporate Functions,8,Bachelors,1,735,3,Female,80,3,2,Married,6406,13348,5,Y,No,15,3,2,80,0,9,1,3,3,1,1,2,No,,,,OTT,L2
105734,2019,31,Travel_Frequently,1158,Marketing,14,Doctorate,1,1160,4,Male,72,2,3,Married,3653,20316,1,Y,Yes,15,3,2,80,0,10,1,2,2,1,1,1,Yes,2021,retiring,Voluntary,VAN,L1
105735,2019,26,Travel_Rarely,715,Corporate Functions,20,Doctorate,1,824,3,Male,47,2,2,Single,2456,18633,2,Y,Yes,17,3,2,80,2,2,2,3,1,1,1,1,Yes,2020,medical issues,Voluntary,TOR,L1
105736,2019,28,Travel_Rarely,576,Delivery,5,Doctorate,1,1186,3,Female,64,2,2,Married,2032,21956,1,Y,No,13,5,3,80,0,7,3,1,2,1,1,1,Yes,2021,unhappy,Voluntary,BOS,L1
105737,2019,37,Travel_Rarely,938,Corporate Functions,10,Diploma,1,1668,2,Female,77,2,3,Divorced,6202,14716,3,Y,No,11,3,2,80,0,9,2,2,3,2,1,1,No,,,,TOR,L2
105738,2019,27,Travel_Rarely,678,Product,15,Bachelors,1,1888,4,Male,44,3,3,Single,3854,7079,2,Y,No,14,3,2,80,0,9,2,3,3,3,1,3,No,,,,VAN,L1
105739,2019,42,Travel_Rarely,844,Delivery,8,Doctorate,1,171,3,Male,92,2,3,Divorced,8122,21231,3,Y,No,12,3,2,80,0,13,2,2,3,3,1,3,No,,,,OTT,L3
105740,2019,36,Travel_Rarely,789,Corporate Functions,6,Doctorate,1,158,3,Female,63,2,1,Divorced,2087,23625,3,Y,Yes,21,3,3,80,0,6,3,2,1,1,1,1,Yes,2020,unhappy,Voluntary,NYC,L1
105741,2019,37,Travel_Rarely,666,Product,3,Masters,1,488,2,Male,83,1,4,Single,2479,18871,1,Y,No,19,3,3,80,1,10,4,3,3,2,1,3,No,,,,OTT,L1
105742,2019,26,Travel_Frequently,543,HR,16,Masters,1,1385,4,Female,73,1,2,Married,1942,11536,3,Y,Yes,15,3,3,80,0,1,3,3,1,1,1,1,Yes,2020,retiring,Voluntary,OTT,L1
105743,2019,32,Travel_Rarely,579,Product,4,Doctorate,1,1365,2,Male,88,3,3,Single,3588,20982,6,Y,No,12,3,3,80,0,7,2,1,1,1,1,1,Yes,2020,unhappy,Voluntary,VAN,L1
105744,2019,32,Travel_Rarely,839,Delivery,6,Diploma,1,242,2,Male,48,2,1,Married,4024,9979,4,Y,Yes,19,3,2,80,0,7,2,2,2,2,1,2,Yes,2021,long hours,Voluntary,TOR,L1
105745,2019,36,Non-Travel,1282,Corporate Functions,6,Bachelors,1,469,3,Female,54,3,1,Divorced,5930,16999,3,Y,No,13,3,1,80,1,13,2,2,3,3,2,3,No,,,,VAN,L2
105746,2019,38,Travel_Rarely,491,Product,7,Diploma,1,991,2,Male,45,3,2,Divorced,3302,18776,0,Y,No,13,3,2,80,0,8,3,3,3,2,1,3,No,,,,VAN,L1
105747,2019,35,Travel_Rarely,830,Delivery,6,Doctorate,1,758,3,Male,72,2,1,Married,2300,4468,4,Y,Yes,17,3,4,80,0,7,2,1,2,2,1,2,Yes,2021,career change,Voluntary,NYC,L1
105748,2019,29,Travel_Rarely,536,Corporate Functions,1,Diploma,1,454,3,Female,56,2,3,Married,3821,9664,0,Y,Yes,15,4,3,80,0,4,2,1,2,1,1,1,Yes,2021,retiring,Voluntary,TOR,L1
105749,2019,40,Travel_Rarely,1328,Corporate Functions,19,Diploma,1,251,2,Female,69,3,2,Married,3104,21749,1,Y,Yes,21,4,3,80,0,4,4,1,2,2,1,1,Yes,2021,career change,Voluntary,OTT,L1
105750,2019,42,Travel_Rarely,253,Delivery,2,Masters,1,1763,2,Male,97,3,3,Single,3519,5012,0,Y,No,13,3,2,80,0,9,4,3,3,3,1,3,No,,,,CAL,L1
105751,2019,29,Travel_Frequently,427,Corporate Functions,17,Doctorate,1,1000,2,Female,64,2,2,Married,2234,11516,4,Y,Yes,14,4,2,80,0,5,3,3,2,1,1,1,Yes,2021,reallocation out of the area,Voluntary,MKM,L1
105752,2019,32,Travel_Rarely,993,Sales,4,Bachelors,1,1722,2,Male,65,3,2,Married,2703,17539,2,Y,No,15,3,2,80,0,11,3,2,3,3,1,3,No,,,,BOS,L1
105753,2019,25,Travel_Rarely,594,Product,22,Bachelors,1,1782,2,Male,87,3,1,Divorced,3872,3721,1,Y,No,13,3,2,80,2,7,2,3,3,2,1,2,No,,,,VAN,L1
105754,2019,53,Travel_Rarely,1083,Corporate Functions,2,Diploma,1,1101,2,Female,42,2,2,Married,10643,8387,5,Y,No,11,3,2,80,1,12,3,3,3,2,3,1,No,,,,PHL,L3
105755,2019,27,Travel_Rarely,651,Delivery,7,Doctorate,1,1369,2,Female,57,3,2,Single,3278,17180,2,Y,Yes,12,5,1,80,1,7,2,2,2,2,2,2,Yes,2021,return to school,Voluntary,TOR,L1
105756,2019,48,Travel_Rarely,1174,Sales,11,Masters,1,834,3,Female,43,2,3,Married,7633,5863,1,Y,No,17,2,1,80,2,8,3,3,3,3,3,3,Yes,2022,cost cutting,Involuntary,BOS,L2
105757,2019,37,Travel_Rarely,1214,Product,12,Masters,1,1746,3,Male,62,3,4,Divorced,5303,13725,1,Y,No,12,3,2,80,0,10,2,2,3,2,1,3,No,,,,TOR,L2
105758,2019,27,Travel_Rarely,761,HR,5,Diploma,1,817,1,Male,76,3,2,Single,4720,3768,1,Y,No,19,3,1,80,0,8,2,3,3,3,3,2,No,,,,NYC,L2
105759,2019,35,Travel_Rarely,272,Sales,11,Masters,1,457,2,Male,73,3,2,Married,3592,22885,1,Y,No,12,3,2,80,1,7,3,2,3,3,1,2,No,,,,VAN,L1
105760,2019,34,Travel_Rarely,1348,Delivery,17,Masters,1,337,2,Female,63,2,4,Divorced,5321,14346,3,Y,No,18,3,2,80,1,8,3,2,3,1,2,2,No,,,,CAL,L2
105761,2019,37,Travel_Frequently,410,HR,15,Bachelors,1,1126,3,Female,80,2,2,Married,5881,6157,2,Y,No,14,3,1,80,1,9,4,2,3,1,1,2,Yes,2022,retiring,Voluntary,TOR,L2
105762,2019,31,Travel_Rarely,358,Corporate Functions,9,Doctorate,1,997,3,Male,47,2,1,Divorced,2339,10337,0,Y,Yes,21,5,1,80,0,4,0,3,2,1,1,1,Yes,2021,return to school,Voluntary,TOR,L1
105763,2019,45,Travel_Rarely,307,HR,20,Masters,1,1785,4,Female,66,3,1,Single,8958,10816,3,Y,Yes,22,3,3,80,0,12,2,3,3,3,2,3,Yes,2022,reallocation out of the area,Voluntary,CAL,L2
105764,2019,42,Travel_Rarely,657,HR,10,Masters,1,820,2,Male,62,3,1,Divorced,2499,7536,1,Y,Yes,13,3,3,80,0,8,0,3,3,3,3,1,No,,,,NYC,L1
105765,2019,38,Non-Travel,902,Sales,14,Diploma,1,216,3,Female,42,2,3,Divorced,5220,16296,1,Y,No,14,3,2,80,1,10,3,2,3,2,1,1,No,,,,TOR,L2
105766,2019,38,Travel_Rarely,465,Corporate Functions,17,Bachelors,1,912,3,Female,76,2,2,Married,6048,6141,2,Y,No,13,2,1,80,1,8,5,2,3,2,1,1,Yes,2022,restructuring,Involuntary,BOS,L2
105767,2019,34,Travel_Rarely,958,Product,15,Bachelors,1,1982,3,Male,51,2,4,Single,8501,16574,1,Y,No,14,3,3,80,0,9,2,2,3,1,1,2,No,,,,MKM,L2
105768,2019,34,Travel_Rarely,1296,Delivery,3,Bachelors,1,654,3,Male,65,2,2,Married,2660,8471,2,Y,No,14,3,3,80,0,11,3,3,3,2,2,2,No,,,,NYC,L1
105769,2019,37,Travel_Frequently,482,Delivery,7,Doctorate,1,947,2,Female,46,3,2,Married,3267,18734,0,Y,No,13,3,2,80,0,8,3,3,3,2,1,3,No,,,,OTT,L1
105770,2019,36,Travel_Rarely,1041,Corporate Functions,20,Bachelors,1,1165,3,Female,59,3,4,Married,4042,19174,1,Y,No,23,3,4,80,1,9,3,1,3,2,1,2,No,,,,TOR,L2
105771,2019,30,Travel_Rarely,1062,Product,9,Diploma,1,1751,1,Male,64,3,3,Married,9663,2754,8,Y,No,13,3,2,80,0,9,3,2,3,3,1,1,No,,,,MKM,L2
105772,2019,45,Travel_Rarely,565,Corporate Functions,10,Doctorate,1,591,3,Male,67,3,1,Single,6174,5331,5,Y,No,12,3,3,80,0,12,2,2,3,2,2,3,No,,,,BOS,L2
105773,2019,36,Travel_Rarely,620,HR,1,Bachelors,1,837,2,Female,38,3,2,Married,5165,23353,0,Y,No,15,3,1,80,0,9,2,3,3,3,1,2,No,,,,VAN,L1
105774,2019,35,Travel_Rarely,1030,Corporate Functions,6,Masters,1,1571,4,Male,68,2,3,Single,7082,12111,1,Y,No,14,3,4,80,0,12,2,3,3,3,2,2,No,,,,TOR,L3
105775,2019,39,Travel_Rarely,403,Delivery,8,Doctorate,1,1533,3,Male,43,3,4,Married,4824,16885,1,Y,No,13,3,1,80,0,9,2,3,3,2,2,1,No,,,,VAN,L2
105776,2019,39,Travel_Rarely,457,Product,19,Masters,1,1863,2,Female,86,3,3,Married,6059,13697,2,Y,No,16,2,4,80,0,10,2,3,3,2,2,2,Yes,2022,Layoffs,Involuntary,BOS,L2
105777,2019,33,Travel_Rarely,1409,Delivery,13,Masters,1,894,3,Male,43,2,2,Single,8752,17684,1,Y,No,13,3,2,80,0,9,3,3,3,2,2,3,No,,,,NYC,L3
105778,2019,28,Travel_Rarely,1173,Delivery,3,Diploma,1,678,2,Male,61,3,2,Married,5593,3483,1,Y,No,14,3,1,80,1,6,4,2,3,1,1,1,No,,,,MKM,L2
105779,2019,31,Travel_Rarely,1090,Corporate Functions,20,Doctorate,1,1491,3,Female,74,2,2,Married,6762,16974,2,Y,No,18,3,2,80,0,9,3,3,3,3,1,2,No,,,,OTT,L2
105780,2019,38,Travel_Rarely,861,Corporate Functions,3,Masters,1,1800,2,Male,65,3,3,Divorced,8456,20489,1,Y,Yes,16,3,3,80,1,8,3,2,3,2,1,2,No,,,,VAN,L2
105781,2019,26,Travel_Rarely,527,Product,7,Bachelors,1,1086,2,Male,87,2,1,Married,4244,18249,1,Y,No,11,3,1,80,0,6,1,3,3,2,1,1,No,,,,CAL,L2
105782,2019,22,Travel_Rarely,367,Corporate Functions,6,Doctorate,1,1805,3,Female,73,3,2,Single,2467,26060,0,Y,No,22,4,1,80,0,1,2,3,1,1,1,1,Yes,2020,return to school,Voluntary,PHL,L1
105783,2019,37,Travel_Rarely,289,Marketing,11,Diploma,1,1413,2,Female,74,3,2,Married,2241,11306,2,Y,Yes,11,3,2,80,1,6,2,2,2,1,1,1,Yes,2021,retiring,Voluntary,VAN,L1
105784,2019,28,Travel_Rarely,233,Product,2,Doctorate,1,1529,1,Female,95,2,1,Single,2365,7546,5,Y,Yes,13,1,3,80,0,10,2,1,3,3,1,3,Yes,2022,poor work performance,Involuntary,BOS,L1
105785,2019,21,Travel_Rarely,842,Product,4,Bachelors,1,1462,2,Male,40,2,3,Married,2774,4377,0,Y,Yes,11,5,2,80,0,1,4,3,1,1,1,1,Yes,2020,unhappy,Voluntary,MKM,L1
105786,2019,38,Travel_Rarely,1183,HR,4,Doctorate,1,2043,2,Female,72,2,2,Married,5173,13440,1,Y,No,17,3,3,80,0,12,3,2,3,2,1,3,No,,,,MKM,L2
105787,2019,30,Travel_Rarely,808,HR,10,Doctorate,1,1073,1,Female,54,1,3,Single,4669,25436,5,Y,Yes,12,5,2,80,1,4,2,3,1,1,1,1,Yes,2020,death,Voluntary,NYC,L1
105788,2019,36,Travel_Rarely,611,Delivery,6,Bachelors,1,1803,3,Male,69,3,2,Married,3008,6181,4,Y,No,17,3,3,80,2,10,1,2,3,3,1,2,No,,,,CAL,L1
105789,2019,37,Travel_Rarely,1211,Delivery,13,Doctorate,1,1445,1,Male,66,2,1,Married,2221,3208,3,Y,Yes,16,3,2,80,0,8,1,1,2,1,1,1,Yes,2021,long hours,Voluntary,BOS,L1
105790,2019,33,Travel_Rarely,996,Corporate Functions,2,Bachelors,1,1654,3,Male,49,3,1,Married,5471,25461,0,Y,No,12,3,2,80,2,10,3,2,3,2,1,2,No,,,,PHL,L2
105791,2019,22,Travel_Rarely,326,Delivery,9,Diploma,1,954,2,Male,77,2,2,Married,1955,13919,1,Y,No,14,5,3,80,0,0,0,3,1,1,1,1,Yes,2020,career change,Voluntary,CAL,L1
105792,2019,34,Travel_Rarely,1303,Marketing,2,Masters,1,575,3,Male,62,2,3,Married,2767,8418,2,Y,No,11,3,3,80,1,13,2,3,3,1,2,3,No,,,,PHL,L1
105793,2019,43,Travel_Rarely,616,Product,1,Bachelors,1,265,3,Female,49,2,1,Married,10387,3106,2,Y,No,12,3,3,80,1,19,4,2,3,3,3,2,No,,,,BOS,L2
105794,2019,31,Travel_Frequently,1289,Product,11,Masters,1,685,1,Male,58,3,1,Married,2369,14331,2,Y,Yes,12,4,3,80,0,6,2,3,2,1,1,1,Yes,2021,reallocation out of the area,Voluntary,CAL,L1
105795,2019,33,Travel_Rarely,242,Sales,5,Diploma,1,1998,1,Male,94,3,2,Married,5357,6100,0,Y,No,11,3,2,80,1,8,2,2,3,2,1,2,No,,,,VAN,L2
105796,2019,24,Travel_Rarely,1223,Product,3,Masters,1,1118,3,Male,34,2,4,Married,3580,4554,0,Y,Yes,14,1,2,80,1,6,3,3,3,3,2,2,Yes,2022,cost cutting,Involuntary,PHL,L1
105797,2019,50,Travel_Rarely,322,Marketing,3,Diploma,1,274,3,Male,97,3,2,Divorced,13731,7199,3,Y,No,18,3,3,80,0,20,5,3,3,3,1,1,No,,,,PHL,L3
105798,2019,26,Travel_Frequently,1195,Product,7,Masters,1,834,3,Male,42,2,3,Single,3748,4624,1,Y,Yes,16,2,2,80,0,7,3,3,3,2,2,3,Yes,2022,poor work performance,Involuntary,NYC,L1
105799,2019,39,Travel_Rarely,792,Marketing,2,Bachelors,1,829,2,Male,38,3,2,Married,4210,9891,1,Y,No,23,4,3,80,1,7,2,2,3,3,1,3,No,,,,VAN,L1
105800,2019,48,Travel_Rarely,435,Product,5,Doctorate,1,1469,3,Female,67,3,3,Married,6731,15697,4,Y,No,14,3,2,80,1,12,2,2,3,1,1,2,No,,,,TOR,L2
105801,2019,34,Travel_Rarely,831,Product,5,Doctorate,1,1754,2,Male,86,3,3,Single,6803,21930,2,Y,No,18,3,2,80,1,11,5,3,3,2,1,2,No,,,,OTT,L2
105802,2019,29,Travel_Rarely,1117,Delivery,6,Masters,1,842,3,Male,63,2,3,Single,5929,8518,2,Y,No,12,3,2,80,0,10,0,3,3,2,2,2,Yes,2022,medical issues,Voluntary,OTT,L2
105803,2019,53,Travel_Frequently,1249,HR,13,Bachelors,1,1457,1,Male,62,3,3,Single,2518,10299,5,Y,Yes,13,4,3,80,1,12,2,3,3,1,1,2,Yes,2022,return to school,Voluntary,TOR,L1
105804,2019,30,Travel_Rarely,588,Product,21,Masters,1,1635,1,Male,69,3,2,Single,4093,3330,1,Y,No,14,3,1,80,1,7,2,3,3,2,1,2,No,,,,TOR,L1
105805,2019,25,Travel_Rarely,313,Sales,4,Bachelors,1,305,2,Female,45,2,3,Single,5661,26886,1,Y,Yes,11,4,3,80,0,5,1,3,2,2,1,1,Yes,2021,return to school,Voluntary,NYC,L1
105806,2019,26,Travel_Rarely,1351,HR,8,Bachelors,1,932,1,Male,80,3,2,Single,4472,13464,1,Y,No,18,3,2,80,1,8,2,3,3,2,1,3,No,,,,CAL,L1
105807,2019,32,Travel_Rarely,929,HR,9,Diploma,1,270,3,Male,71,3,2,Married,7128,11115,1,Y,No,13,3,2,80,1,10,2,3,3,2,1,2,No,,,,PHL,L2
105808,2019,36,Travel_Frequently,508,HR,4,Bachelors,1,1703,1,Male,63,3,2,Married,2404,15066,3,Y,Yes,13,5,1,80,0,8,2,3,2,1,1,1,Yes,2021,retiring,Voluntary,CAL,L1
105809,2019,34,Travel_Rarely,1241,HR,6,Doctorate,1,1910,2,Male,53,3,4,Divorced,5241,13508,2,Y,No,11,3,3,80,0,9,2,2,3,3,1,3,No,,,,CAL,L2
105810,2019,45,Travel_Rarely,1180,Delivery,14,Bachelors,1,1906,3,Male,65,3,2,Single,5457,2173,8,Y,Yes,17,3,3,80,1,15,3,3,3,3,1,3,No,,,,VAN,L2
105811,2019,37,Travel_Rarely,856,Product,12,Diploma,1,1963,1,Female,31,3,3,Married,7093,16709,2,Y,No,17,3,2,80,1,9,3,3,3,2,1,2,No,,,,PHL,L2
105812,2019,39,Travel_Rarely,1169,Product,16,Bachelors,1,347,2,Female,40,3,1,Divorced,5407,6684,5,Y,No,13,3,2,80,1,10,3,3,3,3,1,3,No,,,,TOR,L2
105813,2019,34,Travel_Frequently,503,Sales,12,Diploma,1,323,2,Male,87,3,1,Single,2636,16933,1,Y,Yes,13,2,2,80,0,8,2,2,3,1,2,2,Yes,2022,poor work performance,Involuntary,NYC,L1
105814,2019,49,Travel_Rarely,1014,Marketing,1,Bachelors,1,1113,1,Female,80,3,4,Married,14396,12195,2,Y,Yes,14,3,3,80,2,26,3,3,3,2,1,1,No,,,,BOS,L3
105815,2019,31,Non-Travel,1053,HR,18,Bachelors,1,971,4,Female,51,2,3,Married,6895,24377,1,Y,No,13,3,3,80,1,8,2,2,3,3,1,1,No,,,,VAN,L2
105816,2019,32,Travel_Rarely,933,HR,14,Bachelors,1,945,3,Female,67,3,1,Married,9774,9274,0,Y,No,15,3,3,80,1,8,1,2,3,2,1,2,No,,,,NYC,L2
105817,2019,30,Travel_Rarely,902,Product,12,Bachelors,1,1149,2,Female,66,2,2,Married,2607,6430,1,Y,Yes,12,3,2,80,1,1,4,2,1,1,1,1,Yes,2020,return to school,Voluntary,NYC,L1
105818,2019,22,Travel_Rarely,466,Marketing,7,Masters,1,1922,4,Male,62,3,1,Single,2264,26354,1,Y,Yes,21,4,1,80,0,1,2,2,1,1,1,1,Yes,2020,retiring,Voluntary,BOS,L1
105819,2019,43,Travel_Rarely,185,Product,9,Doctorate,1,423,2,Male,33,3,3,Divorced,2451,10681,0,Y,No,18,3,1,80,0,9,4,2,3,3,1,3,No,,,,NYC,L1
105820,2019,26,Travel_Rarely,537,Sales,26,Doctorate,1,1691,1,Male,82,3,1,Married,3977,3512,1,Y,No,13,3,1,80,2,6,2,3,3,2,1,1,No,,,,CAL,L1
105821,2019,35,Travel_Frequently,862,Marketing,4,Diploma,1,1820,3,Male,66,2,1,Married,4702,26617,2,Y,No,18,3,3,80,0,11,2,3,3,2,1,2,No,,,,PHL,L1
105822,2019,32,Travel_Rarely,840,Product,10,Diploma,1,1599,1,Male,53,2,2,Married,2598,3101,2,Y,No,15,4,4,80,1,2,1,3,1,1,1,1,Yes,2020,reallocation out of the area,Voluntary,TOR,L1
105823,2019,25,Travel_Rarely,1145,Product,7,Diploma,1,647,1,Male,58,2,2,Divorced,2742,14218,1,Y,Yes,16,3,3,80,1,5,3,3,2,1,1,1,Yes,2021,reallocation out of the area,Voluntary,MKM,L1
105824,2019,54,Travel_Rarely,701,Corporate Functions,2,Masters,1,799,3,Male,76,2,1,Married,19858,21434,4,Y,Yes,13,5,4,80,1,24,2,3,3,1,1,2,Yes,2022,unhappy,Voluntary,MKM,L5
105825,2019,32,Travel_Rarely,1422,HR,4,Masters,1,1507,2,Male,64,3,2,Married,3289,9319,0,Y,No,21,4,1,80,0,9,2,3,3,3,2,2,No,,,,PHL,L1
105826,2019,38,Travel_Rarely,1218,Marketing,8,Diploma,1,790,3,Male,79,3,3,Single,3118,10953,1,Y,No,11,4,3,80,0,4,3,2,2,2,1,1,Yes,2021,career change,Voluntary,OTT,L1
105827,2019,31,Travel_Frequently,641,HR,2,Diploma,1,1254,3,Female,81,1,3,Married,2719,11937,5,Y,Yes,14,3,3,80,0,3,3,3,1,1,1,1,Yes,2020,career change,Voluntary,NYC,L1
105828,2019,51,Travel_Rarely,1016,Product,8,Masters,1,1135,2,Male,85,3,2,Single,10391,15291,6,Y,No,18,3,4,80,0,17,4,3,3,2,2,1,No,,,,NYC,L3
105829,2019,30,Travel_Frequently,138,Product,21,Masters,1,1004,1,Female,48,2,3,Married,2132,11539,4,Y,Yes,11,3,2,80,0,6,2,3,2,1,1,1,Yes,2021,retiring,Voluntary,CAL,L1
105830,2019,35,Travel_Rarely,1266,Delivery,21,Masters,1,400,1,Female,70,4,1,Married,11980,19167,7,Y,No,17,3,1,80,1,10,5,2,3,3,2,1,No,,,,MKM,L3
105831,2019,22,Travel_Rarely,395,Product,16,Masters,1,435,3,Male,53,3,2,Single,1910,26474,0,Y,No,18,4,3,80,0,1,2,2,1,1,1,1,Yes,2020,medical issues,Voluntary,CAL,L1
105832,2019,29,Travel_Rarely,793,HR,13,Bachelors,1,874,3,Female,88,2,1,Single,2605,11511,4,Y,No,18,4,2,80,0,3,4,3,1,1,1,1,Yes,2020,long hours,Voluntary,OTT,L1
105833,2019,29,Travel_Rarely,592,Corporate Functions,15,Diploma,1,1353,3,Female,41,1,1,Single,7136,11488,2,Y,Yes,13,1,1,80,0,10,2,1,3,2,1,3,Yes,2022,poor work performance,Involuntary,NYC,L2
105834,2019,35,Travel_Rarely,371,Delivery,14,Masters,1,1788,3,Female,36,2,2,Divorced,5188,16894,1,Y,No,14,3,2,80,1,10,1,1,3,2,2,1,No,,,,BOS,L2
105835,2019,32,Travel_Rarely,513,Corporate Functions,1,Masters,1,130,1,Male,38,3,4,Divorced,6000,10830,1,Y,No,21,3,2,80,0,9,2,2,3,3,2,3,No,,,,NYC,L2
105836,2019,20,Travel_Rarely,497,Sales,2,Diploma,1,909,2,Female,49,2,3,Married,2072,22082,0,Y,Yes,12,4,3,80,0,2,2,2,1,1,1,1,Yes,2020,unhappy,Voluntary,BOS,L1
105837,2019,27,Travel_Rarely,204,Sales,8,Bachelors,1,341,2,Female,52,2,2,Married,5620,26825,2,Y,No,12,5,3,80,0,6,1,3,2,2,1,1,Yes,2021,medical issues,Voluntary,VAN,L2
105838,2019,41,Travel_Rarely,405,HR,3,Masters,1,1782,3,Female,93,2,2,Married,2245,11152,1,Y,Yes,11,5,3,80,2,5,2,2,2,1,1,1,Yes,2021,long hours,Voluntary,TOR,L1
105839,2019,42,Travel_Rarely,1366,Delivery,8,Diploma,1,1178,1,Male,84,1,3,Single,5351,9476,7,Y,No,12,3,2,80,0,7,1,2,2,2,1,2,Yes,2021,offered more money,Voluntary,MKM,L2
